"","timestep","class","x","y","z"
"58154",28325,2,13,33,37
"58155",28326,2,12,35,36
"58156",28327,2,12,34,36
"58157",28328,2,13,34,36
"58158",28329,2,12,33,36
"58159",28330,2,12,34,35
"58160",28331,2,12,34,35
"58161",28332,2,13,34,35
"58162",28333,2,12,34,36
"58163",28334,2,12,34,36
"58164",28335,2,12,34,37
"58165",28336,2,13,34,36
"58166",28337,2,12,34,37
"58167",28338,2,11,34,37
"58168",28339,2,11,35,37
"58169",28340,2,12,34,37
"58170",28341,2,12,34,37
"58171",28342,2,11,34,37
"58172",28343,2,14,35,37
"58173",28344,2,13,35,37
"58174",28345,2,13,35,38
"58175",28346,2,14,36,38
"58176",28347,2,13,35,38
"58177",28348,2,13,36,40
"58178",28349,2,12,34,38
"58179",28350,2,11,35,38
"58180",28351,2,12,34,38
"58181",28352,2,12,35,39
"58182",28353,2,12,36,38
"58183",28354,2,13,34,37
"58184",28355,2,12,37,37
"58185",28356,2,14,36,38
"58186",28357,2,13,37,38
"58187",28358,2,13,37,39
"58188",28359,2,14,38,37
"58189",28360,2,13,36,39
"58190",28361,2,14,37,38
"58191",28362,2,12,37,37
"58192",28363,2,14,37,38
"58193",28364,2,14,37,38
"58194",28365,2,14,37,36
"58195",28366,2,13,36,37
"58196",28367,2,12,35,38
"58197",28368,2,13,35,37
"58198",28369,2,10,36,36
"58199",28370,2,7,37,38
"58200",28371,2,6,35,38
"58201",28372,2,9,34,38
"58202",28373,2,13,33,37
"58203",28374,2,14,33,38
"58204",28375,2,12,34,38
"58205",28376,2,12,34,38
"58206",28377,2,14,35,39
"58207",28378,2,17,35,39
"58208",28379,2,16,34,39
"58209",28380,2,13,34,38
"58210",28381,2,13,34,38
"58211",28382,2,13,34,39
"58212",28383,2,13,33,40
"58213",28384,2,13,34,40
"58214",28385,2,12,34,39
"58215",28386,2,12,34,39
"58216",28387,2,12,34,40
"58217",28388,2,12,34,40
"58218",28389,2,13,34,39
"58219",28390,2,14,34,39
"58220",28391,2,11,35,39
"58221",28392,2,10,34,38
"58222",28393,2,10,34,37
"58223",28394,2,9,35,37
"58224",28395,2,9,36,37
"58225",28396,2,10,34,36
"58226",28397,2,12,35,36
"58227",28398,2,10,36,36
"58228",28399,2,12,35,36
"58229",28400,2,12,36,34
"58230",28401,2,11,35,34
"58231",28402,2,13,36,35
"58232",28403,2,12,36,35
"58233",28404,2,12,36,34
"58234",28405,2,12,35,35
"58235",28406,2,14,36,35
"58236",28407,2,13,37,35
"58237",28408,2,13,35,35
"58238",28409,2,14,34,35
"58239",28410,2,12,36,35
"58240",28411,2,14,34,35
"58241",28412,2,14,35,34
"58242",28413,2,13,35,35
"58243",28414,2,12,36,36
"58244",28415,2,11,35,36
"58245",28416,2,11,36,36
"58246",28417,2,11,36,37
"58247",28418,2,7,35,37
"58248",28419,2,6,34,38
"58249",28420,2,9,35,37
"58250",28421,2,11,34,37
"58251",28422,2,14,33,36
"58252",28423,2,13,35,35
"58253",28424,2,14,34,37
"58254",28425,2,13,33,37
"58255",28426,2,13,31,36
"58256",28427,2,13,33,36
"58257",28428,2,13,34,36
"58258",28429,2,13,32,36
"58259",28430,2,13,33,36
"58260",28431,2,15,33,36
"58261",28432,2,16,32,36
"58262",28433,2,16,34,37
"58263",28434,2,15,33,37
"58264",28435,2,14,34,36
"58265",28436,2,14,34,37
"58266",28437,2,13,34,37
"58267",28438,2,13,34,38
"58268",28439,2,12,35,38
"58269",28440,2,10,34,39
"58270",28441,2,10,34,38
"58271",28442,2,11,32,39
"58272",28443,2,11,32,37
"58273",28444,2,9,33,38
"58274",28445,2,9,36,37
"58275",28446,2,9,35,37
"58276",28447,2,12,35,36
"58277",28448,2,12,34,36
"58278",28449,2,11,35,35
"58279",28450,2,10,34,34
"58280",28451,2,12,34,34
"58281",28452,2,12,34,34
"58282",28453,2,13,35,34
"58283",28454,2,13,34,34
"58284",28455,2,15,36,33
"58285",28456,2,15,35,34
"58286",28457,2,15,35,33
"58287",28458,2,16,34,34
"58288",28459,2,14,36,33
"58289",28460,2,12,35,34
"58290",28461,2,12,35,35
"58291",28462,2,13,34,36
"58292",28463,2,12,35,34
"58293",28464,2,13,36,34
"58294",28465,2,13,35,36
"58295",28466,2,12,36,36
"58296",28467,2,11,37,36
"58297",28468,2,11,35,37
"58298",28469,2,12,35,37
"58299",28470,2,11,36,38
"58300",28471,2,10,34,37
"58301",28472,2,9,36,37
"58302",28473,2,9,34,36
"58303",28474,2,8,35,37
"58304",28475,2,9,35,38
"58305",28476,2,7,36,37
"58306",28477,2,11,33,38
"58307",28478,2,15,33,36
"58308",28479,2,14,32,36
"58309",28480,2,13,33,36
"58310",28481,2,14,33,35
"58311",28482,2,12,33,35
"58312",28483,2,12,31,36
"58313",28484,2,13,33,37
"58314",28485,2,14,32,37
"58315",28486,2,15,33,36
"58316",28487,2,15,33,38
"58317",28488,2,15,33,37
"58318",28489,2,13,32,38
"58319",28490,2,13,33,37
"58320",28491,2,12,33,37
"58321",28492,2,14,32,38
"58322",28493,2,12,33,37
"58323",28494,2,12,33,38
"58324",28495,2,13,33,37
"58325",28496,2,12,32,38
"58326",28497,2,11,33,38
"58327",28498,2,11,33,36
"58328",28499,2,10,34,37
"58329",28500,2,9,35,37
"58330",28501,2,9,34,36
"58331",28502,2,10,34,36
"58332",28503,2,12,33,36
"58333",28504,2,12,36,36
"58334",28505,2,13,34,35
"58335",28506,2,14,35,35
"58336",28507,2,12,34,34
"58337",28508,2,14,34,34
"58338",28509,2,14,35,34
"58339",28510,2,14,35,33
"58340",28511,2,15,36,34
"58341",28512,2,14,35,34
"58342",28513,2,13,34,34
"58343",28514,2,13,34,34
"58344",28515,2,12,35,35
"58345",28516,2,12,35,35
"58346",28517,2,12,36,35
"58347",28518,2,12,35,34
"58348",28519,2,12,35,35
"58349",28520,2,11,36,36
"58350",28521,2,12,37,36
"58351",28522,2,12,37,37
"58352",28523,2,12,37,37
"58353",28524,2,12,37,37
"58354",28525,2,10,36,37
"58355",28526,2,8,35,36
"58356",28527,2,9,36,37
"58357",28528,2,10,36,38
"58358",28529,2,11,34,37
"58359",28530,2,13,33,36
"58360",28531,2,13,33,36
"58361",28532,2,13,33,36
"58362",28533,2,13,34,37
"58363",28534,2,13,32,36
"58364",28535,2,15,35,37
"58365",28536,2,13,35,38
"58366",28537,2,13,32,37
"58367",28538,2,14,34,37
"58368",28539,2,13,34,39
"58369",28540,2,14,35,36
"58370",28541,2,13,35,38
"58371",28542,2,12,35,37
"58372",28543,2,13,34,38
"58373",28544,2,14,34,37
"58374",28545,2,14,36,38
"58375",28546,2,14,34,38
"58376",28547,2,15,35,38
"58377",28548,2,14,34,38
"58378",28549,2,14,33,38
"58379",28550,2,12,35,39
"58380",28551,2,11,34,38
"58381",28552,2,10,34,38
"58382",28553,2,9,33,38
"58383",28554,2,7,36,37
"58384",28555,2,9,35,38
"58385",28556,2,12,34,36
"58386",28557,2,13,35,36
"58387",28558,2,12,35,35
"58388",28559,2,9,33,35
"58389",28560,2,12,33,34
"58390",28561,2,12,33,34
"58391",28562,2,13,35,34
"58392",28563,2,12,33,34
"58393",28564,2,14,34,33
"58394",28565,2,15,34,35
"58395",28566,2,14,34,35
"58396",28567,2,14,35,34
"58397",28568,2,13,34,34
"58398",28569,2,13,34,35
"58399",28570,2,13,35,35
"58400",28571,2,13,35,35
"58401",28572,2,12,36,36
"58402",28573,2,12,36,36
"58403",28574,2,10,34,36
"58404",28575,2,9,34,37
"58405",28576,2,9,34,36
"58406",28577,2,7,35,36
"58407",28578,2,7,33,36
"58408",28579,2,9,34,38
"58409",28580,2,13,34,37
"58410",28581,2,14,32,35
"58411",28582,2,14,31,35
"58412",28583,2,15,32,36
"58413",28584,2,14,34,36
"58414",28585,2,13,32,37
"58415",28586,2,13,33,37
"58416",28587,2,13,34,37
"58417",28588,2,13,32,36
"58418",28589,2,14,34,36
"58419",28590,2,14,34,37
"58420",28591,2,15,34,37
"58421",28592,2,14,34,37
"58422",28593,2,14,34,36
"58423",28594,2,15,33,37
"58424",28595,2,12,35,36
"58425",28596,2,14,34,37
"58426",28597,2,11,33,37
"58427",28598,2,11,34,37
"58428",28599,2,11,33,37
"58429",28600,2,8,33,36
"58430",28601,2,8,34,37
"58431",28602,2,10,35,35
"58432",28603,2,10,35,34
"58433",28604,2,11,34,34
"58434",28605,2,11,34,34
"58435",28606,2,12,34,33
"58436",28607,2,11,35,32
"58437",28608,2,13,34,34
"58438",28609,2,13,34,33
"58439",28610,2,13,35,33
"58440",28611,2,14,36,34
"58441",28612,2,15,36,34
"58442",28613,2,14,36,34
"58443",28614,2,14,35,35
"58444",28615,2,13,36,35
"58445",28616,2,13,35,34
"58446",28617,2,13,36,34
"58447",28618,2,13,36,35
"58448",28619,2,13,36,35
"58449",28620,2,13,36,36
"58450",28621,2,13,35,35
"58451",28622,2,13,36,37
"58452",28623,2,13,37,36
"58453",28624,2,11,37,37
"58454",28625,2,10,37,38
"58455",28626,2,6,36,38
"58456",28627,2,4,36,37
"58457",28628,2,5,35,38
"58458",28629,2,7,36,38
"58459",28630,2,11,34,36
"58460",28631,2,14,33,35
"58461",28632,2,14,34,36
"58462",28633,2,13,33,37
"58463",28634,2,12,32,36
"58464",28635,2,13,33,34
"58465",28636,2,14,34,35
"58466",28637,2,14,34,36
"58467",28638,2,14,35,36
"58468",28639,2,15,33,35
"58469",28640,2,14,34,36
"58470",28641,2,14,33,35
"58471",28642,2,12,33,36
"58472",28643,2,13,34,37
"58473",28644,2,12,34,36
"58474",28645,2,14,33,37
"58475",28646,2,13,34,37
"58476",28647,2,14,33,37
"58477",28648,2,14,33,38
"58478",28649,2,14,32,37
"58479",28650,2,12,33,38
"58480",28651,2,11,34,39
"58481",28652,2,12,34,38
"58482",28653,2,11,35,38
"58483",28654,2,8,33,37
"58484",28655,2,5,36,38
"58485",28656,2,9,37,39
"58486",28657,2,12,35,36
"58487",28658,2,12,34,36
"58488",28659,2,12,34,36
"58489",28660,2,12,35,34
"58490",28661,2,12,34,34
"58491",28662,2,13,34,34
"58492",28663,2,13,35,34
"58493",28664,2,14,33,34
"58494",28665,2,15,35,34
"58495",28666,2,15,36,33
"58496",28667,2,15,35,34
"58497",28668,2,15,35,34
"58498",28669,2,14,34,34
"58499",28670,2,13,35,33
"58500",28671,2,13,36,35
"58501",28672,2,13,36,34
"58502",28673,2,13,36,35
"58503",28674,2,13,36,36
"58504",28675,2,14,36,36
"58505",28676,2,12,36,37
"58506",28677,2,11,36,37
"58507",28678,2,12,36,37
"58508",28679,2,8,35,38
"58509",28680,2,7,35,36
"58510",28681,2,3,35,38
"58511",28682,2,6,35,38
"58512",28683,2,13,33,37
"58513",28684,2,15,33,36
"58514",28685,2,14,35,37
"58515",28686,2,15,34,36
"58516",28687,2,14,34,36
"58517",28688,2,16,32,35
"58518",28689,2,15,33,35
"58519",28690,2,15,35,35
"58520",28691,2,15,35,36
"58521",28692,2,15,35,35
"58522",28693,2,14,34,36
"58523",28694,2,13,33,36
"58524",28695,2,15,34,37
"58525",28696,2,13,33,36
"58526",28697,2,13,34,35
"58527",28698,2,12,34,36
"58528",28699,2,12,35,37
"58529",28700,2,14,34,37
"58530",28701,2,14,34,37
"58531",28702,2,14,33,37
"58532",28703,2,12,34,37
"58533",28704,2,13,33,38
"58534",28705,2,13,35,38
"58535",28706,2,12,35,38
"58536",28707,2,13,34,38
"58537",28708,2,13,34,37
"58538",28709,2,11,35,36
"58539",28710,2,10,35,36
"58540",28711,2,9,36,36
"58541",28712,2,11,35,35
"58542",28713,2,12,35,34
"58543",28714,2,12,34,36
"58544",28715,2,13,36,35
"58545",28716,2,12,36,34
"58546",28717,2,12,37,35
"58547",28718,2,12,35,34
"58548",28719,2,12,36,34
"58549",28720,2,12,36,34
"58550",28721,2,12,35,34
"58551",28722,2,12,36,35
"58552",28723,2,11,35,34
"58553",28724,2,11,35,34
"58554",28725,2,13,35,33
"58555",28726,2,12,35,34
"58556",28727,2,13,34,34
"58557",28728,2,11,35,35
"58558",28729,2,12,35,34
"58559",28730,2,10,35,36
"58560",28731,2,13,34,36
"58561",28732,2,11,36,35
"58562",28733,2,13,35,35
"58563",28734,2,14,35,35
"58564",28735,2,13,36,35
"58565",28736,2,13,34,35
"58566",28737,2,13,35,36
"58567",28738,2,12,35,36
"58568",28739,2,9,35,37
"58569",28740,2,10,35,36
"58570",28741,2,13,34,36
"58571",28742,2,14,35,36
"58572",28743,2,13,35,36
"58573",28744,2,13,35,36
"58574",28745,2,12,34,37
"58575",28746,2,11,34,37
"58576",28747,2,13,34,38
"58577",28748,2,13,35,38
"58578",28749,2,12,35,38
"58579",28750,2,13,34,37
"58580",28751,2,13,34,38
"58581",28752,2,12,35,38
"58582",28753,2,12,34,37
"58583",28754,2,13,34,38
"58584",28755,2,12,34,38
"58585",28756,2,14,33,39
"58586",28757,2,12,32,37
"58587",28758,2,12,33,37
"58588",28759,2,13,34,37
"58589",28760,2,13,33,38
"58590",28761,2,11,33,38
"58591",28762,2,12,33,36
"58592",28763,2,12,33,37
"58593",28764,2,13,35,37
"58594",28765,2,13,35,36
"58595",28766,2,13,35,36
"58596",28767,2,14,35,37
"58597",28768,2,14,34,37
"58598",28769,2,12,35,38
"58599",28770,2,13,35,37
"58600",28771,2,13,35,37
"58601",28772,2,13,35,37
"58602",28773,2,13,35,36
"58603",28774,2,13,34,37
"58604",28775,2,13,36,37
"58605",28776,2,13,36,38
"58606",28777,2,13,36,37
"58607",28778,2,14,36,38
"58608",28779,2,12,37,38
"58609",28780,2,12,36,38
"58610",28781,2,13,38,38
"58611",28782,2,13,38,39
"58612",28783,2,13,37,38
"58613",28784,2,13,37,38
"58614",28785,2,13,38,38
"58615",28786,2,13,39,38
"58616",28787,2,13,38,37
"58617",28788,2,12,37,37
"58618",28789,2,12,36,38
"58619",28790,2,13,38,39
"58620",28791,2,12,38,39
"58621",28792,2,12,36,37
"58622",28793,2,13,36,38
"58623",28794,2,12,36,38
"58624",28795,2,12,35,38
"58625",28796,2,13,36,38
"58626",28797,2,12,36,38
"58627",28798,2,11,36,39
"58628",28799,2,10,36,38
"58629",28800,2,10,36,38
"58630",28801,2,11,35,37
"58631",28802,2,9,36,38
"58632",28803,2,8,36,38
"58633",28804,2,7,36,38
"58634",28805,2,10,34,38
"58635",28806,2,13,34,37
"58636",28807,2,14,33,37
"58637",28808,2,14,34,37
"58638",28809,2,13,33,36
"58639",28810,2,12,33,37
"58640",28811,2,13,34,37
"58641",28812,2,14,34,38
"58642",28813,2,13,32,37
"58643",28814,2,14,34,38
"58644",28815,2,14,34,38
"58645",28816,2,15,33,38
"58646",28817,2,17,34,38
"58647",28818,2,15,33,38
"58648",28819,2,13,34,38
"58649",28820,2,15,33,39
"58650",28821,2,15,35,38
"58651",28822,2,13,35,39
"58652",28823,2,11,36,38
"58653",28824,2,11,33,39
"58654",28825,2,11,34,37
"58655",28826,2,10,35,39
"58656",28827,2,9,36,38
"58657",28828,2,10,36,37
"58658",28829,2,12,36,37
"58659",28830,2,12,35,36
"58660",28831,2,13,36,36
"58661",28832,2,11,35,35
"58662",28833,2,12,35,34
"58663",28834,2,14,36,35
"58664",28835,2,15,36,35
"58665",28836,2,14,37,35
"58666",28837,2,15,36,35
"58667",28838,2,14,37,36
"58668",28839,2,14,35,36
"58669",28840,2,14,35,36
"58670",28841,2,15,36,36
"58671",28842,2,13,36,36
"58672",28843,2,13,37,35
"58673",28844,2,13,36,37
"58674",28845,2,13,36,38
"58675",28846,2,11,36,38
"58676",28847,2,9,37,38
"58677",28848,2,7,38,37
"58678",28849,2,6,37,38
"58679",28850,2,4,37,38
"58680",28851,2,9,37,38
"58681",28852,2,13,36,36
"58682",28853,2,15,34,35
"58683",28854,2,14,36,36
"58684",28855,2,13,35,37
"58685",28856,2,13,34,36
"58686",28857,2,16,36,36
"58687",28858,2,15,36,37
"58688",28859,2,15,37,37
"58689",28860,2,14,35,37
"58690",28861,2,14,37,37
"58691",28862,2,15,36,37
"58692",28863,2,14,34,38
"58693",28864,2,16,36,38
"58694",28865,2,13,35,38
"58695",28866,2,13,35,39
"58696",28867,2,13,35,39
"58697",28868,2,11,35,39
"58698",28869,2,11,36,38
"58699",28870,2,10,35,40
"58700",28871,2,8,35,39
"58701",28872,2,10,37,37
"58702",28873,2,10,36,38
"58703",28874,2,12,37,37
"58704",28875,2,12,36,37
"58705",28876,2,10,35,35
"58706",28877,2,12,34,35
"58707",28878,2,13,35,34
"58708",28879,2,12,35,34
"58709",28880,2,15,35,34
"58710",28881,2,15,35,35
"58711",28882,2,16,37,34
"58712",28883,2,15,35,34
"58713",28884,2,14,35,34
"58714",28885,2,12,35,34
"58715",28886,2,14,36,35
"58716",28887,2,13,36,35
"58717",28888,2,13,35,35
"58718",28889,2,13,35,35
"58719",28890,2,11,36,36
"58720",28891,2,10,36,36
"58721",28892,2,11,36,36
"58722",28893,2,10,36,37
"58723",28894,2,9,37,36
"58724",28895,2,5,38,37
"58725",28896,2,4,37,38
"58726",28897,2,9,36,37
"58727",28898,2,14,35,36
"58728",28899,2,15,35,36
"58729",28900,2,14,34,36
"58730",28901,2,13,35,36
"58731",28902,2,15,34,36
"58732",28903,2,14,34,36
"58733",28904,2,14,34,36
"58734",28905,2,15,35,36
"58735",28906,2,15,35,36
"58736",28907,2,14,33,36
"58737",28908,2,14,33,37
"58738",28909,2,13,36,37
"58739",28910,2,14,34,38
"58740",28911,2,13,35,38
"58741",28912,2,14,35,38
"58742",28913,2,14,35,37
"58743",28914,2,13,36,38
"58744",28915,2,12,35,37
"58745",28916,2,11,35,38
"58746",28917,2,10,34,37
"58747",28918,2,9,36,37
"58748",28919,2,9,36,38
"58749",28920,2,9,35,38
"58750",28921,2,11,35,37
"58751",28922,2,12,35,36
"58752",28923,2,13,35,35
"58753",28924,2,12,34,35
"58754",28925,2,11,34,34
"58755",28926,2,13,35,35
"58756",28927,2,13,35,34
"58757",28928,2,14,35,34
"58758",28929,2,16,35,35
"58759",28930,2,15,35,35
"58760",28931,2,15,36,34
"58761",28932,2,14,35,35
"58762",28933,2,14,36,35
"58763",28934,2,13,36,35
"58764",28935,2,12,36,36
"58765",28936,2,13,36,35
"58766",28937,2,12,35,35
"58767",28938,2,9,36,36
"58768",28939,2,10,35,36
"58769",28940,2,7,37,36
"58770",28941,2,6,36,36
"58771",28942,2,5,36,37
"58772",28943,2,6,35,37
"58773",28944,2,9,35,37
"58774",28945,2,15,34,36
"58775",28946,2,14,33,35
"58776",28947,2,15,34,36
"58777",28948,2,14,33,36
"58778",28949,2,14,34,37
"58779",28950,2,13,33,35
"58780",28951,2,12,34,37
"58781",28952,2,13,36,37
"58782",28953,2,15,33,36
"58783",28954,2,15,34,36
"58784",28955,2,15,35,36
"58785",28956,2,15,34,37
"58786",28957,2,15,34,37
"58787",28958,2,13,34,38
"58788",28959,2,13,35,37
"58789",28960,2,12,34,39
"58790",28961,2,11,35,37
"58791",28962,2,10,35,38
"58792",28963,2,9,34,37
"58793",28964,2,10,33,36
"58794",28965,2,9,34,36
"58795",28966,2,8,36,36
"58796",28967,2,10,35,35
"58797",28968,2,11,35,34
"58798",28969,2,12,35,33
"58799",28970,2,11,34,32
"58800",28971,2,12,36,33
"58801",28972,2,14,35,33
"58802",28973,2,15,36,33
"58803",28974,2,15,36,34
"58804",28975,2,17,36,35
"58805",28976,2,15,35,34
"58806",28977,2,14,34,35
"58807",28978,2,14,35,35
"58808",28979,2,13,35,35
"58809",28980,2,13,36,34
"58810",28981,2,13,36,35
"58811",28982,2,12,36,35
"58812",28983,2,11,37,36
"58813",28984,2,11,36,35
"58814",28985,2,9,36,36
"58815",28986,2,8,35,35
"58816",28987,2,6,37,36
"58817",28988,2,6,36,37
"58818",28989,2,5,34,36
"58819",28990,2,10,35,37
"58820",28991,2,14,34,37
"58821",28992,2,15,34,36
"58822",28993,2,14,35,36
"58823",28994,2,15,34,36
"58824",28995,2,14,34,37
"58825",28996,2,14,33,36
"58826",28997,2,15,34,36
"58827",28998,2,15,34,37
"58828",28999,2,14,34,36
"58829",29000,2,14,33,37
"58830",29001,2,14,34,36
"58831",29002,2,14,34,38
"58832",29003,2,15,34,38
"58833",29004,2,14,35,38
"58834",29005,2,14,34,38
"58835",29006,2,13,35,39
"58836",29007,2,12,34,39
"58837",29008,2,11,35,38
"58838",29009,2,9,36,37
"58839",29010,2,8,36,38
"58840",29011,2,9,35,37
"58841",29012,2,10,35,35
"58842",29013,2,13,34,35
"58843",29014,2,12,33,35
"58844",29015,2,11,33,35
"58845",29016,2,12,33,33
"58846",29017,2,15,35,34
"58847",29018,2,15,35,34
"58848",29019,2,15,36,34
"58849",29020,2,16,36,34
"58850",29021,2,16,35,36
"58851",29022,2,14,35,36
"58852",29023,2,13,35,37
"58853",29024,2,13,35,35
"58854",29025,2,12,36,36
"58855",29026,2,11,36,36
"58856",29027,2,11,36,36
"58857",29028,2,11,36,37
"58858",29029,2,9,36,37
"58859",29030,2,6,34,38
"58860",29031,2,6,36,36
"58861",29032,2,5,36,36
"58862",29033,2,9,35,37
"58863",29034,2,12,35,37
"58864",29035,2,15,35,37
"58865",29036,2,14,34,36
"58866",29037,2,14,33,36
"58867",29038,2,15,32,36
"58868",29039,2,15,33,36
"58869",29040,2,16,35,37
"58870",29041,2,15,35,37
"58871",29042,2,15,34,36
"58872",29043,2,15,34,36
"58873",29044,2,14,34,38
"58874",29045,2,14,33,38
"58875",29046,2,15,34,38
"58876",29047,2,15,35,36
"58877",29048,2,14,33,38
"58878",29049,2,13,34,37
"58879",29050,2,10,34,38
"58880",29051,2,8,36,38
"58881",29052,2,10,35,37
"58882",29053,2,7,35,38
"58883",29054,2,9,37,37
"58884",29055,2,9,37,36
"58885",29056,2,12,37,36
"58886",29057,2,12,34,34
"58887",29058,2,13,35,34
"58888",29059,2,14,34,33
"58889",29060,2,14,35,33
"58890",29061,2,13,36,34
"58891",29062,2,15,35,34
"58892",29063,2,15,36,34
"58893",29064,2,15,35,34
"58894",29065,2,15,35,34
"58895",29066,2,13,35,35
"58896",29067,2,13,35,34
"58897",29068,2,12,35,34
"58898",29069,2,11,35,35
"58899",29070,2,11,35,35
"58900",29071,2,10,37,36
"58901",29072,2,8,36,37
"58902",29073,2,5,37,37
"58903",29074,2,6,37,36
"58904",29075,2,7,35,35
"58905",29076,2,9,34,36
"58906",29077,2,13,35,36
"58907",29078,2,14,34,36
"58908",29079,2,16,35,35
"58909",29080,2,16,35,36
"58910",29081,2,15,33,37
"58911",29082,2,14,33,36
"58912",29083,2,16,34,35
"58913",29084,2,16,34,36
"58914",29085,2,15,35,36
"58915",29086,2,15,34,36
"58916",29087,2,15,34,37
"58917",29088,2,13,34,36
"58918",29089,2,13,34,37
"58919",29090,2,13,35,37
"58920",29091,2,14,35,38
"58921",29092,2,13,36,38
"58922",29093,2,14,35,39
"58923",29094,2,15,34,38
"58924",29095,2,15,34,37
"58925",29096,2,14,35,38
"58926",29097,2,12,34,38
"58927",29098,2,11,35,38
"58928",29099,2,9,34,38
"58929",29100,2,10,34,37
"58930",29101,2,9,33,37
"58931",29102,2,10,35,37
"58932",29103,2,12,35,36
"58933",29104,2,15,34,35
"58934",29105,2,16,35,36
"58935",29106,2,14,36,35
"58936",29107,2,10,36,36
"58937",29108,2,10,36,34
"58938",29109,2,11,35,34
"58939",29110,2,13,36,35
"58940",29111,2,14,38,36
"58941",29112,2,13,37,35
"58942",29113,2,13,36,35
"58943",29114,2,12,36,36
"58944",29115,2,12,36,36
"58945",29116,2,13,36,35
"58946",29117,2,13,37,35
"58947",29118,2,13,36,35
"58948",29119,2,13,33,36
"58949",29120,2,13,36,35
"58950",29121,2,13,36,37
"58951",29122,2,10,37,38
"58952",29123,2,10,35,38
"58953",29124,2,12,36,38
"58954",29125,2,13,36,38
"58955",29126,2,14,37,39
"58956",29127,2,12,35,39
"58957",29128,2,12,34,38
"58958",29129,2,14,34,38
"58959",29130,2,13,35,38
"58960",29131,2,12,35,39
"58961",29132,2,12,35,40
"58962",29133,2,13,35,40
"58963",29134,2,13,36,40
"58964",29135,2,15,35,41
"58965",29136,2,15,35,40
"58966",29137,2,14,34,38
"58967",29138,2,13,34,39
"58968",29139,2,14,34,39
"58969",29140,2,13,34,40
"58970",29141,2,13,34,38
"58971",29142,2,9,36,39
"58972",29143,2,10,36,38
"58973",29144,2,13,36,38
"58974",29145,2,13,36,38
"58975",29146,2,61,13,36
"58976",29147,2,12,36,39
"58977",29148,2,13,38,38
"58978",29149,2,12,37,39
"58979",29150,2,13,35,39
"58980",29151,2,15,36,38
"58981",29152,2,14,36,38
"58982",29153,2,13,38,38
"58983",29154,2,13,38,38
"58984",29155,2,11,38,38
"58985",29156,2,12,37,38
"58986",29157,2,14,38,38
"58987",29158,2,13,37,38
"58988",29159,2,15,37,38
"58989",29160,2,14,38,37
"58990",29161,2,14,38,38
"58991",29162,2,13,38,38
"58992",29163,2,13,38,38
"58993",29164,2,13,37,38
"58994",29165,2,13,37,38
"58995",29166,2,13,36,38
"58996",29167,2,13,37,38
"58997",29168,2,13,36,38
"58998",29169,2,10,37,37
"58999",29170,2,10,37,38
"59000",29171,2,10,38,38
"59001",29172,2,8,35,38
"59002",29173,2,8,36,38
"59003",29174,2,7,38,37
"59004",29175,2,9,37,37
"59005",29176,2,10,36,36
"59006",29177,2,12,34,36
"59007",29178,2,13,35,38
"59008",29179,2,14,34,37
"59009",29180,2,15,33,36
"59010",29181,2,15,33,37
"59011",29182,2,14,34,36
"59012",29183,2,14,34,36
"59013",29184,2,14,34,36
"59014",29185,2,14,36,36
"59015",29186,2,14,34,37
"59016",29187,2,13,33,37
"59017",29188,2,13,36,37
"59018",29189,2,11,35,38
"59019",29190,2,14,35,38
"59020",29191,2,14,35,38
"59021",29192,2,12,35,38
"59022",29193,2,14,35,39
"59023",29194,2,15,34,39
"59024",29195,2,14,35,38
"59025",29196,2,13,34,39
"59026",29197,2,12,36,38
"59027",29198,2,11,35,39
"59028",29199,2,10,37,38
"59029",29200,2,11,36,38
"59030",29201,2,9,35,37
"59031",29202,2,10,35,37
"59032",29203,2,13,36,36
"59033",29204,2,13,36,36
"59034",29205,2,14,36,36
"59035",29206,2,13,37,35
"59036",29207,2,12,37,36
"59037",29208,2,12,37,36
"59038",29209,2,14,36,35
"59039",29210,2,13,36,35
"59040",29211,2,13,37,36
"59041",29212,2,12,35,35
"59042",29213,2,14,36,36
"59043",29214,2,13,37,34
"59044",29215,2,14,38,36
"59045",29216,2,15,37,35
"59046",29217,2,15,36,35
"59047",29218,2,14,38,36
"59048",29219,2,12,38,37
"59049",29220,2,11,38,37
"59050",29221,2,12,37,38
"59051",29222,2,10,37,38
"59052",29223,2,10,35,38
"59053",29224,2,8,38,39
"59054",29225,2,6,36,38
"59055",29226,2,6,37,38
"59056",29227,2,9,35,37
"59057",29228,2,14,34,37
"59058",29229,2,15,34,36
"59059",29230,2,15,33,37
"59060",29231,2,16,35,37
"59061",29232,2,15,33,36
"59062",29233,2,15,32,36
"59063",29234,2,14,35,37
"59064",29235,2,13,34,37
"59065",29236,2,13,36,37
"59066",29237,2,13,34,37
"59067",29238,2,14,34,37
"59068",29239,2,15,35,37
"59069",29240,2,14,35,37
"59070",29241,2,15,36,37
"59071",29242,2,15,36,38
"59072",29243,2,15,36,38
"59073",29244,2,14,35,39
"59074",29245,2,14,36,38
"59075",29246,2,13,35,39
"59076",29247,2,12,34,39
"59077",29248,2,11,33,38
"59078",29249,2,9,37,36
"59079",29250,2,9,40,40
"59080",29251,2,8,36,39
"59081",29252,2,10,34,35
"59082",29253,2,13,35,36
"59083",29254,2,13,37,36
"59084",29255,2,14,36,37
"59085",29256,2,13,37,34
